SNOMED_ConceptId,ConceptId_Description,LTC_Category,Resolved
3.59081E+16,Beclometasone 100micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.59084E+16,Beclometasone 200micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.59085E+16,Beclometasone 200micrograms/dose inhaler (product),Chronic respiratory disease,0
3.59086E+16,Beclometasone 250micrograms/dose breath actuated inhaler (product),Chronic respiratory disease,0
3.59088E+16,Beclometasone 250micrograms/dose inhaler (product),Chronic respiratory disease,0
3.59092E+16,Beclometasone 50micrograms/dose breath actuated inhaler (product),Chronic respiratory disease,0
3.59093E+16,Beclometasone 50micrograms/dose breath actuated inhaler CFC free (product),Chronic respiratory disease,0
3.59095E+16,Beclometasone 50micrograms/dose inhaler (product),Chronic respiratory disease,0
3.59096E+16,Beclometasone 50micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.5912E+16,Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.59121E+16,Budesonide 100micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.59123E+16,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.59124E+16,Budesonide 200micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.59127E+16,Budesonide 400micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.5916E+16,Terbutaline 2.5mg/5ml solution for injection ampoules (product),Chronic respiratory disease,0
3.59162E+16,Terbutaline 500micrograms/1ml solution for injection ampoules (product),Chronic respiratory disease,0
3.59163E+16,Terbutaline 500micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.59176E+16,Theophylline 175mg modified-release tablets (product),Chronic respiratory disease,0
3.59177E+16,Theophylline 200mg modified-release tablets (product),Chronic respiratory disease,0
3.59178E+16,Theophylline 250mg modified-release tablets (product),Chronic respiratory disease,0
3.59179E+16,Theophylline 250mg modified-release capsules (product),Chronic respiratory disease,0
3.5918E+16,Theophylline 300mg modified-release tablets (product),Chronic respiratory disease,0
3.59181E+16,Theophylline 400mg modified-release tablets (product),Chronic respiratory disease,0
3.59182E+16,Theophylline 60mg modified-release capsules (product),Chronic respiratory disease,0
3.59364E+16,Salbutamol 100micrograms/dose breath actuated inhaler (product),Chronic respiratory disease,0
3.59365E+16,Salbutamol 100micrograms/dose inhaler (product),Chronic respiratory disease,0
3.59366E+16,Salbutamol 200microgram inhalation powder blisters (product),Chronic respiratory disease,0
3.59372E+16,Salbutamol 95micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.5938E+16,Salmeterol 50microgram inhalation powder blisters (product),Chronic respiratory disease,0
3.59577E+16,Theophylline 125mg modified-release capsules (product),Chronic respiratory disease,0
3.60493E+16,Ipratropium bromide 20micrograms/dose inhaler (product),Chronic respiratory disease,0
3.60494E+16,Ipratropium bromide 40micrograms/dose inhaler (product),Chronic respiratory disease,0
3.60591E+16,Fluticasone 25micrograms/dose inhaler (product),Chronic respiratory disease,0
3.65654E+16,Fluticasone propionate 250micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.66032E+16,Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd) (product),Chronic respiratory disease,0
3.66034E+16,Soprobec 200micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd) (product),Chronic respiratory disease,0
3.66036E+16,Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd) (product),Chronic respiratory disease,0
3.66038E+16,Soprobec 250micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd) (product),Chronic respiratory disease,0
3.66047E+16,Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd) (product),Chronic respiratory disease,0
3.78429E+16,Ipravent 20micrograms/dose inhaler CFC free (Cipla EU Ltd) (product),Chronic respiratory disease,0
3.88945E+16,Ipratropium bromide 20micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.88954E+16,Mometasone 200micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.88956E+16,Mometasone 400micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.88959E+16,Salbutamol 500micrograms/1ml solution for injection ampoules (product),Chronic respiratory disease,0
3.88968E+16,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.88974E+16,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.88975E+16,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.88976E+16,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.88977E+16,Fluticasone propionate 500micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.88978E+16,Fluticasone propionate 100micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.88979E+16,Fluticasone propionate 50micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.90253E+16,Salbutamol 5mg/5ml solution for infusion ampoules (product),Chronic respiratory disease,0
3.91058E+16,Symbicort 100micrograms/dose / 3micrograms/dose pressurised inhaler (AstraZeneca UK Ltd) (product),Chronic respiratory disease,0
3.91094E+16,Salbutamol 2mg/5ml oral solution sugar free (product),Chronic respiratory disease,0
3.91109E+16,Fluticasone 50micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.9111E+16,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.91111E+16,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.91112E+16,Fluticasone 125micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.91113E+16,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.91114E+16,Fluticasone 250micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.91127E+16,Salbutamol 100micrograms/dose breath actuated inhaler CFC free (product),Chronic respiratory disease,0
3.91129E+16,Formoterol 6micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.9113E+16,Formoterol 12micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.91132E+16,Salmeterol 50micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.91133E+16,Salbutamol 200micrograms/dose dry powder inhaler (product),Chronic respiratory disease,0
3.91136E+16,Salbutamol 100micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.91336E+16,Budesonide 100micrograms/dose / Formoterol 3micrograms/dose inhaler CFC free (product),Chronic respiratory disease,0
3.94183E+16,Sodium cromoglicate 100mg/5ml oral solution 5ml unit dose ampoules sugar free (product),Chronic respiratory disease,0
8.8053E+17,Lower respiratory infection caused by 2019-nCoV,Chronic respiratory disease,0
,Lung disease with Sj�gren's disease (disorder),Chronic respiratory disease,0
56267009,Multi-infarct dementia (disorder),Dementia,0
90099008,Subcortical leukoencephalopathy (disorder),Dementia,0
7.11441E+14,Dementia monitoring invitation (procedure),Dementia,0
7.15821E+14,Dementia monitoring first letter (procedure),Dementia,0
7.16131E+14,Excepted from dementia quality indicators - informed dissent (finding),Dementia,0
7.16221E+14,Dementia monitoring verbal invitation (procedure),Dementia,0
7.16341E+14,Excepted from dementia quality indicators - patient unsuitable (finding),Dementia,0
7.16671E+14,Dementia monitoring third letter (procedure),Dementia,0
7.16991E+14,Dementia monitoring telephone invitation (procedure),Dementia,0
7.17471E+14,Dementia monitoring second letter (procedure),Dementia,0
9.38551E+14,Dementia medication review (procedure),Dementia,0
9.56841E+14,Dementia care plan agreed (finding),Dementia,0
9.56861E+14,Dementia care plan reviewed (situation),Dementia,0
9.56881E+14,Dementia care plan declined (situation),Dementia,0
9.56901E+14,Dementia care plan review declined (situation),Dementia,0
9.59461E+14,Dementia advance care plan review declined (situation),Dementia,0
1.0951E+15,Offer of dementia advance care planning review declined (situation),Dementia,0
1.09511E+15,Review of dementia advance care plan (procedure),Dementia,0
1.09512E+15,Dementia advance care plan agreed (finding),Dementia,0
1.1109E+15,Quality and Outcomes Framework dementia quality indicator-related care invitation (procedure),Dementia,0
2751001,Fibrocalculous pancreatic diabetes (disorder),Diabetes,0
4855003,Retinopathy due to diabetes mellitus (disorder),Diabetes,0
5368009,Drug-induced diabetes mellitus (disorder),Diabetes,0
5969009,Diabetes mellitus associated with genetic syndrome (disorder),Diabetes,0
8801005,Secondary diabetes mellitus (disorder),Diabetes,0
11530004,Brittle diabetes mellitus (finding),Diabetes,0
25093002,Disorder of eye due to diabetes mellitus (disorder),Diabetes,0
25412000,Microaneurysm of retinal artery due to diabetes mellitus (disorder),Diabetes,0
26298008,Ketoacidotic coma due to diabetes mellitus (disorder),Diabetes,0
39058009,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder),Diabetes,0
43959009,Cataract of eye due to diabetes mellitus (disorder),Diabetes,0
44054006,Diabetes mellitus type 2 (disorder),Diabetes,0
46635009,Diabetes mellitus type 1 (disorder),Diabetes,0
48951005,Bullous disease due to diabetes mellitus (disorder),Diabetes,0
49455004,Polyneuropathy due to diabetes mellitus (disorder),Diabetes,0
49817004,Neonatal diabetes mellitus (disorder),Diabetes,0
50620007,Autonomic neuropathy due to diabetes mellitus (disorder),Diabetes,0
51002006,Diabetes mellitus associated with pancreatic disease (disorder),Diabetes,0
59276001,Proliferative retinopathy due to diabetes mellitus (disorder),Diabetes,0
62260007,Pretibial pigmental patches due to diabetes mellitus (disorder),Diabetes,0
70694009,Diabetes mellitus AND insipidus with optic atrophy AND deafness (disorder),Diabetes,0
73211009,Diabetes mellitus (disorder),Diabetes,0
74627003,Complication due to diabetes mellitus (disorder),Diabetes,0
75524006,Malnutrition related diabetes mellitus (disorder),Diabetes,0
83728000,"Polyglandular autoimmune syndrome, type 2 (disorder)",Diabetes,0
111552007,Diabetes mellitus without complication (disorder),Diabetes,0
111556005,Ketoacidosis without coma due to diabetes mellitus (disorder),Diabetes,0
126534007,Mixed sensorimotor polyneuropathy due to diabetes mellitus (disorder),Diabetes,0
127012008,Lipoatrophic diabetes (disorder),Diabetes,0
127013003,Disorder of kidney due to diabetes mellitus (disorder),Diabetes,0
127014009,Peripheral angiopathy due to diabetes mellitus (disorder),Diabetes,0
134395001,Diabetic retinopathy screening (procedure),Diabetes,0
134587001,Gliclazide 30mg modified-release tablet,Diabetes,0
134608004,Product containing precisely nateglinide 180 milligram/1 each conventional release oral tablet (clinical drug),Diabetes,0
134609007,Product containing precisely nateglinide 120 milligram/1 each conventional release oral tablet (clinical drug),Diabetes,0
134610002,Product containing precisely nateglinide 60 milligram/1 each conventional release oral tablet (clinical drug),Diabetes,0
170745003,Diabetic on diet only (finding),Diabetes,0
170747006,Diabetic on insulin (finding),Diabetes,0
170763003,Diabetic - good control (finding),Diabetes,0
170766006,Loss of hypoglycemic warning due to diabetes mellitus,Diabetes,0
185756006,Diabetes monitoring first letter (procedure),Diabetes,0
185757002,Diabetes monitoring second letter (procedure),Diabetes,0
185758007,Diabetes monitoring third letter (procedure),Diabetes,0
185759004,Diabetes monitoring verbal invite (procedure),Diabetes,0
185760009,Diabetes monitoring telephone invite (procedure),Diabetes,0
190330002,Hyperosmolar coma due to type 1 diabetes mellitus (disorder),Diabetes,0
190331003,Hyperosmolar coma due to type 2 diabetes mellitus (disorder),Diabetes,0
190368000,Type I diabetes mellitus with ulcer (disorder),Diabetes,0
190372001,Type I diabetes mellitus maturity onset (disorder),Diabetes,0
190388001,Multiple complications due to type 2 diabetes mellitus (disorder),Diabetes,0
190389009,Type II diabetes mellitus with ulcer (disorder),Diabetes,0
190406000,Ketoacidosis due to malnutrition related diabetes mellitus (disorder),Diabetes,0
190411003,Multiple complications due to malnutrition related diabetes (disorder),Diabetes,0
190412005,Malnutrition-related diabetes mellitus without complications (disorder),Diabetes,0
190416008,Steroid-induced diabetes mellitus without complication (disorder),Diabetes,0
190447002,Steroid-induced diabetes (disorder),Diabetes,0
193141005,Mononeuritis multiplex due to diabetes mellitus (disorder),Diabetes,0
193183000,Acute painful neuropathy due to diabetes mellitus (disorder),Diabetes,0
193184006,Chronic painful neuropathy due to diabetes mellitus (disorder),Diabetes,0
193185007,Asymptomatic neuropathy due to diabetes mellitus (disorder),Diabetes,0
193349004,Preproliferative retinopathy due to diabetes mellitus (disorder),Diabetes,0
193350004,Advanced maculopathy due to diabetes mellitus (disorder),Diabetes,0
193489006,Iritis due to diabetes mellitus (disorder),Diabetes,0
197605007,Nephrotic syndrome due to diabetes mellitus (disorder),Diabetes,0
199223000,"Diabetes mellitus during pregnancy, childbirth and the puerperium (disorder)",Diabetes,0
199225007,Diabetes mellitus during pregnancy - baby delivered (disorder),Diabetes,0
199226008,Diabetes mellitus in the puerperium - baby delivered during current episode of care (disorder),Diabetes,0
199227004,Diabetes mellitus during pregnancy - baby not yet delivered (disorder),Diabetes,0
199228009,Diabetes mellitus in the puerperium - baby delivered during previous episode of care (disorder),Diabetes,0
199230006,Pre-existing type 2 diabetes mellitus (disorder),Diabetes,0
200687002,Cellulitis of foot due to diabetes mellitus (disorder),Diabetes,0
201250006,Ischemic ulcer of foot due to diabetes mellitus,Diabetes,0
201251005,Neuropathic ulcer of foot due to diabetes mellitus (disorder),Diabetes,0
201252003,Mixed diabetic ulcer - foot (disorder),Diabetes,0
201723002,Cheiroarthropathy due to diabetes mellitus (disorder),Diabetes,0
201724008,Neuropathic arthropathy due to diabetes mellitus (disorder),Diabetes,0
230572002,Neuropathy due to diabetes mellitus (disorder),Diabetes,0
230574001,Acute painful polyneuropathy due to diabetes mellitus (disorder),Diabetes,0
230575000,Chronic painful polyneuropathy due to diabetes mellitus (disorder),Diabetes,0
230577008,Mononeuropathy due to diabetes mellitus (disorder),Diabetes,0
230579006,Thoracic radiculopathy due to diabetes mellitus (disorder),Diabetes,0
232020009,Disorder of macula due to diabetes mellitus (disorder),Diabetes,0
232021008,Proliferative retinopathy with optic disc neovascularization due to diabetes mellitus,Diabetes,0
232022001,Proliferative retinopathy with neovascularization elsewhere than the optic disc due to diabetes mellitus,Diabetes,0
232023006,Traction detachment of retina due to diabetes mellitus (disorder),Diabetes,0
236499007,Microalbuminuric nephropathy due to diabetes mellitus (disorder),Diabetes,0
236500003,Proteinuric nephropathy due to diabetes mellitus (disorder),Diabetes,0
237599002,Insulin treated type 2 diabetes mellitus (disorder),Diabetes,0
237600004,Malnutrition-related diabetes mellitus - fibrocalculous (disorder),Diabetes,0
237601000,Secondary endocrine diabetes mellitus (disorder),Diabetes,0
237604008,"Maturity onset diabetes of the young, type 2 (disorder)",Diabetes,0
237608006,"Lipodystrophy, partial, with Rieger anomaly, short stature, and insulinopenic diabetes mellitus (disorder)",Diabetes,0
237610008,"Acrorenal field defect, ectodermal dysplasia, and lipoatrophic diabetes (disorder)",Diabetes,0
237613005,Hyperproinsulinemia (disorder),Diabetes,0
237618001,Insulin-dependent diabetes mellitus secretory diarrhea syndrome (disorder),Diabetes,0
237620003,Abnormal metabolic state due to diabetes mellitus (disorder),Diabetes,0
